Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.395,Kane Brown,0.434,0.889,0,0.273,0.273,9,113.326,Memory,https://api.spotify.com/v1/tracks/34chhNX59Wo9HMFCsI3K8Y,0.845,60fa03f85b7a4bb7792a0048
0.207,Mora,0.659,0.688,0,0.113,0.113,6,153.979,Volando - Remix,https://api.spotify.com/v1/tracks/0G2zPzWqVjR68iNPmx2TBe,0.632,60fa03f85b7a4bb7792a0049
0.00543,BØRNS,0.611,0.797,0.00137,0.26,0.26,6,120.041,Electric Love,https://api.spotify.com/v1/tracks/2GiJYvgVaD2HtM8GqD9EgQ,0.518,60fa03f85b7a4bb7792a004a
0.0135,Mac Miller,0.794,0.766,0,0.0785,0.0785,9,127.007,The Spins,https://api.spotify.com/v1/tracks/51pshtuYkgUQnt5huMPbKL,0.55,60fa03f85b7a4bb7792a004b
0.0212,The Weeknd,0.68,0.826,0.0000124,0.543,0.543,0,118.051,Save Your Tears,https://api.spotify.com/v1/tracks/5QO79kh1waicV47BqGRL3g,0.644,60fa03f95b7a4bb7792a004c
0.328,Juice WRLD,0.685,0.692,0,0.153,0.153,2,159.966,Robbery,https://api.spotify.com/v1/tracks/6Hj9jySrnFppAI0sEMCZpJ,0.578,60fa03f95b7a4bb7792a004d
0.256,Pop Smoke,0.723,0.667,0,0.261,0.261,2,143.044,Genius (feat. Lil Tjay & Swae Lee),https://api.spotify.com/v1/tracks/0kNYrbMehFxp1eleTwUjkP,0.396,60fa03f95b7a4bb7792a004e
0.227,PinkPantheress,0.829,0.617,0.00306,0.0618,0.0618,1,125.605,Pain,https://api.spotify.com/v1/tracks/7CIERzyqIwLVKGp00YbHRO,0.81,60fa03f95b7a4bb7792a004f
0.316,John Mayer,0.826,0.694,0.0285,0.074,0.074,7,123.932,New Light,https://api.spotify.com/v1/tracks/4T6FWA703h6H7zk1FoSARw,0.852,60fa03f95b7a4bb7792a0050
0.109,Lil Uzi Vert,0.773,0.75,0,0.174,0.174,8,123.426,20 Min,https://api.spotify.com/v1/tracks/0uxSUdBrJy9Un0EYoBowng,0.783,60fa03fa5b7a4bb7792a0051
0.151,Pooh Shiesty,0.759,0.538,0,0.126,0.126,8,146.933,Back In Blood (feat. Lil Durk),https://api.spotify.com/v1/tracks/7FGdjbZ32vMybPuP0IuE7d,0.831,60fa03fa5b7a4bb7792a0052
