Acousticness,Artist Name,Danceability,Energy,Instrumentalness,Key,Liveness,Loudness,Tempo,Track Name,Track Reference,Valence,_id
0.167,Laylow,0.713,0.57,0,0.102,0.102,3,139.853,LOST FOREST,https://api.spotify.com/v1/tracks/1SWNxL41LgHnQNu9hFkHGY,0.55,60f790c44861b9cdf820027b
0.00214,Shouse,0.727,0.681,0.000307,0.0861,0.0861,5,123.028,Love Tonight - Edit,https://api.spotify.com/v1/tracks/6OufwUcCqo81guU2jAlDVP,0.448,60f790c44861b9cdf820027c
0.46,Booba,0.609,0.632,0.00006,0.104,0.104,2,163.893,Dragon,https://api.spotify.com/v1/tracks/14vp956PlLOMun7sDqJ1f7,0.211,60f790c44861b9cdf820027d
0.471,Moha K,0.786,0.654,0.00000155,0.125,0.125,11,116.952,Vroum Vroum,https://api.spotify.com/v1/tracks/1TmuaS1lnCUf7yCLk2hwDT,0.574,60f790c44861b9cdf820027e
0.226,Imanbek,0.659,0.86,0.00000332,0.0902,0.0902,1,105.063,Dancing On Dangerous (feat. Sofía Reyes),https://api.spotify.com/v1/tracks/6OYZvwKN8GaauTrJS1TuuH,0.711,60f790c54861b9cdf820027f
0.904,Kore,0.743,0.622,0.0000166,0.143,0.143,4,140.054,Mon poto - Extrait de la BO de « En Passant Pécho »,https://api.spotify.com/v1/tracks/5qFOdxS3v8Dny9T4p2CUIy,0.317,60f790c54861b9cdf8200280
0.185,Naps,0.83,0.676,0.0000128,0.105,0.105,0,135.023,La danse des bandits,https://api.spotify.com/v1/tracks/3bGGvbwbhq9kIMhHaXBdYL,0.576,60f790c54861b9cdf8200281
0.335,Olivia Rodrigo,0.563,0.664,0,0.0849,0.0849,9,166.928,good 4 u,https://api.spotify.com/v1/tracks/4ZtFanR9U6ndgddUvNcjcG,0.688,60f790c54861b9cdf8200282
0.683,Booba,0.784,0.529,0,0.118,0.118,11,134.041,Mona Lisa,https://api.spotify.com/v1/tracks/5LYRIyhmlrDAQsYdHEvP0f,0.246,60f790c54861b9cdf8200283
0.321,Justin Bieber,0.677,0.696,0,0.42,0.42,0,90.03,Peaches (feat. Daniel Caesar & Giveon),https://api.spotify.com/v1/tracks/4iJyoBOLtHqaGxP12qzhQI,0.464,60f790c54861b9cdf8200284
0.436,Laylow,0.536,0.393,0.000877,0.118,0.118,11,85.115,QUE LA PLUIE,https://api.spotify.com/v1/tracks/5WxF9OZW6Fn5AN26J3RkWW,0.21,60f790c64861b9cdf8200285
0.00209,Imagine Dragons,0.542,0.732,0.0000792,0.496,0.496,9,124.912,Follow You,https://api.spotify.com/v1/tracks/7FdUvDkaE24o3FPIWTvzv2,0.489,60f790c64861b9cdf8200286
0.37,Damso,0.721,0.588,0.00208,0.1,0.1,4,150.031,Σ. MOROSE,https://api.spotify.com/v1/tracks/0fukO3WYYUHaXOrvEohpEG,0.276,60f790c64861b9cdf8200287
0.648,Laylow,0.572,0.163,0.0000306,0.0945,0.0945,4,74.757,HELP !!!,https://api.spotify.com/v1/tracks/1jZOcCrw6nyHnNcqYKrr6C,0.484,60f790c64861b9cdf8200288
0.174,Dinos,0.608,0.464,0,0.712,0.712,0,83.781,Du mal à te dire,https://api.spotify.com/v1/tracks/6krr1QQpT7nN8fjLjdWXIC,0.274,60f790c64861b9cdf8200289
0.0382,Gaullin,0.822,0.89,0.00206,0.106,0.106,4,122.989,Seven Nation Army,https://api.spotify.com/v1/tracks/4SCbD68sf3dBfaE2X8uDSP,0.218,60f790c74861b9cdf820028a
0.0215,The Weeknd,0.65,0.825,0.0000244,0.0936,0.0936,0,118.091,Save Your Tears (with Ariana Grande) (Remix),https://api.spotify.com/v1/tracks/37BZB0z9T8Xu7U3e65qxFy,0.593,60f790c74861b9cdf820028b
0.418,Travis Scott,0.841,0.593,0,0.124,0.124,1,124.917,Goosebumps - Remix,https://api.spotify.com/v1/tracks/5uEYRdEIh9Bo4fpjDd4Na9,0.808,60f790c74861b9cdf820028c
0.331,Laylow,0.564,0.453,0,0.328,0.328,4,140.017,FALLEN ANGELS (feat. slowthai),https://api.spotify.com/v1/tracks/1RO9EcqWGzZIY5Z5LYjP2R,0.551,60f790c74861b9cdf820028d
0.0717,SCH,0.875,0.848,0.000613,0.0828,0.0828,11,122.983,Mode Akimbo (feat. Jul),https://api.spotify.com/v1/tracks/7qezIDRM0E3WTW1lWxItug,0.577,60f790c74861b9cdf820028e
0.362,Laylow,0.518,0.546,0,0.469,0.469,10,106.616,Ça Va Pas Être Possible...,https://api.spotify.com/v1/tracks/4zj8DE8qnT2uBpnFABjwkk,0.222,60f790c84861b9cdf820028f
0.0377,Maroon 5,0.713,0.676,0,0.154,0.154,10,99.048,Beautiful Mistakes (feat. Megan Thee Stallion),https://api.spotify.com/v1/tracks/5zFglKYiknIxks8geR8rcL,0.721,60f790c84861b9cdf8200290
0.00165,Måneskin,0.75,0.608,0,0.178,0.178,1,132.507,I WANNA BE YOUR SLAVE,https://api.spotify.com/v1/tracks/4pt5fDVTg5GhEvEtlz9dKk,0.958,60f790c84861b9cdf8200291
0.297,Laylow,0.62,0.346,0.0000041,0.139,0.139,5,85.062,Tu Veux Déjà Me Dire Aurevoir ?,https://api.spotify.com/v1/tracks/6d7BzQtjmiHAIrZ43b4Hwa,0.289,60f790c84861b9cdf8200292
0.00364,Majestic,0.758,0.913,0.0000692,0.193,0.193,6,128.04,Rasputin,https://api.spotify.com/v1/tracks/0b18g3G5spr4ZCkz7Y6Q0Q,0.658,60f790c84861b9cdf8200293
0.0538,ISK,0.97,0.877,0,0.0909,0.0909,0,124.011,Le billet,https://api.spotify.com/v1/tracks/731JjfIII1qYfeatc3zhtU,0.363,60f790c94861b9cdf8200294
0.232,Djadja & Dinaz,0.889,0.635,0.00000603,0.259,0.259,1,125.017,Manège,https://api.spotify.com/v1/tracks/0JyX9jNf4mUdp1eNUVAqyR,0.679,60f790c94861b9cdf8200295
0.482,No Limit,0.755,0.497,0,0.0796,0.0796,9,141.126,Millions,https://api.spotify.com/v1/tracks/70jyIxNr3R5k3bofVYX9GS,0.481,60f790c94861b9cdf8200296
0.0821,Ofenbach,0.734,0.855,0.00000473,0.0901,0.0901,6,121.955,Wasted Love (feat. Lagique),https://api.spotify.com/v1/tracks/2pPO9YecZimmuVQfIzfV6U,0.54,60f790c94861b9cdf8200297
0.0383,The Kid LAROI,0.591,0.764,0,0.103,0.103,1,169.928,Stay (with Justin Bieber),https://api.spotify.com/v1/tracks/5HCyWlXZPP0y6Gqq8TgA20,0.478,60f790c94861b9cdf8200298
0.815,Laylow,0.484,0.575,0,0.147,0.147,1,101.786,Bonsoir Mon Vieil Ami,https://api.spotify.com/v1/tracks/1SD6wA55Ok0E7I8EIofMXc,0.0956,60f790ca4861b9cdf8200299
0.0968,Jul,0.89,0.886,0.0054,0.0783,0.0783,10,123.047,"C'est la cité",https://api.spotify.com/v1/tracks/0PBLRJSxoXpxWRsKjXQw24,0.877,60f790ca4861b9cdf820029a
0.206,Jul,0.691,0.833,0,0.0934,0.0934,2,193.916,Assassinat,https://api.spotify.com/v1/tracks/3fdOkTuwYW2nyBi8vIibKc,0.448,60f790ca4861b9cdf820029b
0.105,1PLIKÉ140,0.87,0.415,0.0000136,0.349,0.349,10,132.043,ONGBAK 2,https://api.spotify.com/v1/tracks/1VOn2rRxe7JBweoK4SINHe,0.439,60f790ca4861b9cdf820029c
0.00172,Sia,0.575,0.844,0,0.114,0.114,6,104.914,Floating Through Space,https://api.spotify.com/v1/tracks/0XwSUpdrF7nR7hVxbDs7mb,0.277,60f790ca4861b9cdf820029d
0.0597,Dua Lipa,0.868,0.693,0.00399,0.106,0.106,6,114.999,Fever,https://api.spotify.com/v1/tracks/3F1P0QzdXtBz0MXy7KIO5w,0.396,60f790cb4861b9cdf820029e
0.548,Ninho,0.776,0.662,0.0000051,0.117,0.117,3,121.987,Tout en Gucci,https://api.spotify.com/v1/tracks/0i5GJckWb9uCZU4jcGoBca,0.5,60f790cb4861b9cdf820029f
